violationnumber,violationtype,form,violationdate,casenumber,casetype,officer,violationjurisdiction,court,docket,appearancedate,outcomedate,outcomestat,receipt,offense,ObjectId
V23-021351,VIOL CTER,VR23-274739,2023/04/11 18:40:00+00,,,,40218,,,2023/04/11 14:40:00,2023/04/11 00:00:00,COMPLIED,R23-274739,91.071,10026
V21-015569,VIOL CTER,VR21-208754,2021/01/10 19:51:00+00,A21-087787-1,XTRA SERVE VIOL OTC,OFFICER KERR,40218,,,2021/01/10 16:26:00,2021/01/10 00:00:00,COMPLIED,R21-208754,91.002,10027
V21-015569,VIOL CTER,VR21-208754,2021/01/10 19:51:00+00,A21-087787-1,XTRA SERVE VIOL OTC,OFFICER KERR,40218,,,2021/01/10 16:26:00,2021/01/10 00:00:00,COMPLIED,R21-208754,91.020,10028
V21-015569,VIOL CTER,VR21-208754,2021/01/10 19:51:00+00,A21-087787-1,XTRA SERVE VIOL OTC,OFFICER KERR,40218,,,2021/01/10 16:26:00,2021/01/10 00:00:00,COMPLIED,R21-208754,91.071,10029
V21-015570,CIVIL PEN,02-100825,2021/01/10 22:33:00+00,A20-087465-2,OWNED AGGRESSIVE,OFFICER KERR,40245,,,2021/01/20 00:00:00,,HAND ADMIN,,91.004,10030
V21-015571,CIVIL PEN,02-100826,2021/01/11 01:37:00+00,A20-087547-4,OWNED AGGRESSIVE,OFFICER KERR,40222,,,2021/01/20 00:00:00,2021/01/22 00:00:00,COMPLIED,R21-209343,91.004,10031
V21-015605,VIOL CTER,VR21-209064,2021/01/18 18:19:00+00,,,,40218,,,2021/01/18 13:19:00,2021/01/18 00:00:00,COMPLIED,R21-209064,91.002,10032
V21-015605,VIOL CTER,VR21-209064,2021/01/18 18:19:00+00,,,,40218,,,2021/01/18 13:19:00,2021/01/18 00:00:00,COMPLIED,R21-209064,91.020,10033
V21-015605,VIOL CTER,VR21-209064,2021/01/18 18:19:00+00,,,,40218,,,2021/01/18 13:19:00,2021/01/18 00:00:00,COMPLIED,R21-209064,91.071,10034
V21-015628,VIOL CTER,VR21-209444,2021/01/26 23:05:00+00,A21-088161-1,XTRA SERVE VIOL OTC,OFFICER SABATINI,40218,,,2021/01/26 18:20:00,2021/01/26 00:00:00,COMPLIED,R21-209444,91.020,10035
V21-015628,VIOL CTER,VR21-209444,2021/01/26 23:05:00+00,A21-088161-1,XTRA SERVE VIOL OTC,OFFICER SABATINI,40218,,,2021/01/26 18:20:00,2021/01/26 00:00:00,COMPLIED,R21-209444,91.002,10036
V21-015628,VIOL CTER,VR21-209444,2021/01/26 23:05:00+00,A21-088161-1,XTRA SERVE VIOL OTC,OFFICER SABATINI,40218,,,2021/01/26 18:20:00,2021/01/26 00:00:00,COMPLIED,R21-209444,91.071,10037
V21-015650,CIT DD/PDD,N918754,2021/02/01 22:10:00+00,A21-088304-1,STRAY AGGRS,OFFICER SABATINI,40299,05/12/21,,,,,,91.150,10038
V21-015650,CIT DD/PDD,N918754,2021/02/01 22:10:00+00,A21-088304-1,STRAY AGGRS,OFFICER SABATINI,40299,05/12/21,,,,,,91.150,10039
V21-015650,CIT DD/PDD,N918754,2021/02/01 22:10:00+00,A21-088304-1,STRAY AGGRS,OFFICER SABATINI,40299,05/12/21,,,,,,91.020,10040
V21-015651,VIOL CTER,VR21-209733,2021/02/02 17:47:00+00,A21-088331-1,XTRA SERVE VIOL OTC,OFFICER SABATINI,40218,,,2021/02/02 12:58:00,2021/02/02 00:00:00,COMPLIED,R21-209733,91.002,10041
V21-015651,VIOL CTER,VR21-209733,2021/02/02 17:47:00+00,A21-088331-1,XTRA SERVE VIOL OTC,OFFICER SABATINI,40218,,,2021/02/02 12:58:00,2021/02/02 00:00:00,COMPLIED,R21-209733,91.002,10042
V21-015651,VIOL CTER,VR21-209733,2021/02/02 17:47:00+00,A21-088331-1,XTRA SERVE VIOL OTC,OFFICER SABATINI,40218,,,2021/02/02 12:58:00,2021/02/02 00:00:00,COMPLIED,R21-209733,91.071,10043
V21-015651,VIOL CTER,VR21-209733,2021/02/02 17:47:00+00,A21-088331-1,XTRA SERVE VIOL OTC,OFFICER SABATINI,40218,,,2021/02/02 12:58:00,2021/02/02 00:00:00,COMPLIED,R21-209733,91.071,10044
V21-015655,VIOL NOTIC,01-50033,2021/02/02 20:06:00+00,A21-088322-1,INVESTIGAT NEGLI,OFFICER FISHER,40214,,,2021/02/09 00:00:00,2021/02/09 00:00:00,COMPLIED,,91.090,10045
V21-015793,CITATION,N919073,2021/03/08 14:29:00+00,A21-089258-1,INVESTIGAT NEGLI,OFFICER THOMPSON,40214,04/29/21,,,,,,91.002,10046
V20-015214,VIOL CTER,VR20-206062,2020/10/26 16:54:00+00,,,,40218,,,2020/10/26 12:54:00,2020/10/26 00:00:00,COMPLIED,R20-206062,91.002,10047
V22-019053,VIOL CTER,VR22-252712,2022/06/24 19:33:00+00,,,,40218,,,2022/07/01 00:00:00,2022/06/24 00:00:00,COMPLIED,R22-252712,91.090,10048
V22-019055,CIT DD/PDD,P193648,2022/06/24 23:32:00+00,A22-104254-1,OWNED AGGRESSIVE,OFFICER HALL,40219,07/18/22,,,,,,91.150,10049
V22-019055,CIT DD/PDD,P193648,2022/06/24 23:32:00+00,A22-104254-1,OWNED AGGRESSIVE,OFFICER HALL,40219,07/18/22,,,,,,91.072,10050
V22-019056,VIOL CTER,VR22-252721,2022/06/25 16:24:00+00,,,,40218,,,2022/06/25 12:29:00,2022/06/25 00:00:00,COMPLIED,R22-252721,91.002,10051
V22-019056,VIOL CTER,VR22-252721,2022/06/25 16:24:00+00,,,,40218,,,2022/06/25 12:29:00,2022/06/25 00:00:00,COMPLIED,R22-252721,91.020,10052
V22-019056,VIOL CTER,VR22-252721,2022/06/25 16:24:00+00,,,,40218,,,2022/06/25 12:29:00,2022/06/25 00:00:00,COMPLIED,R22-252721,91.071,10053
V24-023541,VIOL CTER,04-3820,2024/01/21 20:30:00+00,,,,40218,,,2024/01/21 16:45:00,2024/01/21 00:00:00,COMPLIED,,91.002,10054
V22-018861,CIT DD/PDD,P362566,2022/05/28 20:28:00+00,A22-103223-1,INVESTIGAT BITE,OFFICER BELCHER,40272,06/13/22,,,,,,91.150,10055
V22-019057,VOTC/CITE,VR22-252722,2022/06/25 16:50:00+00,,,,40218,07/11/22,P362568,2022/06/25 12:56:00,,CONV CITA,R22-252722,91.002,10056
V22-019057,VOTC/CITE,VR22-252722,2022/06/25 16:50:00+00,,,,40218,07/11/22,P362568,2022/06/25 12:56:00,,CONV CITA,R22-252722,91.020,10057
V22-019057,VOTC/CITE,VR22-252722,2022/06/25 16:50:00+00,,,,40218,07/11/22,P362568,2022/06/25 12:56:00,,CONV CITA,R22-252722,91.071,10058
V22-019061,CIT DD/PDD,P360231,2022/06/25 19:21:00+00,A22-104272-1,INVESTIGAT BITE,OFFICER SABATINI,40216,07/12/22,,,,,,91.150,10059
V22-019061,CIT DD/PDD,P360231,2022/06/25 19:21:00+00,A22-104272-1,INVESTIGAT BITE,OFFICER SABATINI,40216,07/12/22,,,,,,91.020,10060
V22-019062,WARNING,01-52233,2022/06/25 22:09:00+00,A22-104275-1,INVESTIGAT NEGLI,OFFICER SABATINI,40219,,,2022/08/29 18:00:00,2022/06/30 00:00:00,COMPLIED,,91.020,10061
V22-018837,CIT DD/PDD,P361915,2022/05/24 23:44:00+00,A22-102751-4,INVESTIGAT BITE,OFFICER FORNER,40216,06/27/22,,,,,,91.150,10062
V22-018837,CIT DD/PDD,P361915,2022/05/24 23:44:00+00,A22-102751-4,INVESTIGAT BITE,OFFICER FORNER,40216,06/27/22,,,,,,91.072,10063
V22-018837,CIT DD/PDD,P361915,2022/05/24 23:44:00+00,A22-102751-4,INVESTIGAT BITE,OFFICER FORNER,40216,06/27/22,,,,,,91.020,10064
V22-018838,VOTC/CITE,VR22-250160,2022/05/25 21:55:00+00,,,,40218,06/22/22,P193891,2022/05/25 17:55:00,2022/05/25 00:00:00,CONV CITA,R22-250160,91.002,10065
V22-018838,VOTC/CITE,VR22-250160,2022/05/25 21:55:00+00,,,,40218,06/22/22,P193891,2022/05/25 17:55:00,2022/05/25 00:00:00,CONV CITA,R22-250160,91.071,10066
V22-018096,CIT DD/PDD,P193617,2022/03/07 18:40:00+00,A22-100189-2,INVESTIGAT BITE,OFFICER MCKECHNIE,40258,03/18/22,,,,,,91.072,10067
V24-025004,VIOL 71,04-3834,2024/07/21 15:54:00+00,,,,40217,,,2024/09/21 00:00:00,2024/08/30 00:00:00,COMPLIED,R24-311558,91.002,10068
V24-024965,CITE71,P390218,2024/07/16 23:09:00+00,A24-131473-1,XTRA SERVE,OFFICER GORE,40223,07/31/24,,,,,,91.020,10069
V22-019005,VIOL/CP,01-52259,2023/02/02 14:18:00+00,A22-103656-1,INVESTIGAT OTHER,OFFICER RATLIFF,40299,02/12/23,V22-019005,2023/01/26 00:00:00,,HAND ADMIN,,91.020,10070
V22-019006,VET,01-50295,2022/06/16 17:19:00+00,A22-103951-2,STRAY INJURED,OFFICER CARPENTER,40215,,,2022/06/17 13:19:00,2022/06/29 00:00:00,COMPLIED,,91.090,10071
V24-025004,VIOL 71,04-3834,2024/07/21 15:54:00+00,,,,40217,,,2024/09/21 00:00:00,2024/08/30 00:00:00,COMPLIED,R24-311558,91.020,10072
V24-024965,CITE71,P390218,2024/07/16 23:09:00+00,A24-131473-1,XTRA SERVE,OFFICER GORE,40223,07/31/24,,,,,,91.071,10073
V22-019007,V71/CP,04-3301,2023/01/31 13:53:00+00,A22-103951-2,STRAY INJURED,OFFICER CARPENTER,40215,02/10/23,V22-019007,2023/01/31 00:00:00,,HAND ADMIN,,91.002,10074
V24-023541,VIOL CTER,04-3820,2024/01/21 20:30:00+00,,,,40218,,,2024/01/21 16:45:00,2024/01/21 00:00:00,COMPLIED,,91.020,10075
V23-021353,VIOL NOTIC,01-0182,2023/04/11 18:26:00+00,,,,40210,,,2023/04/25 00:00:00,2023/04/28 00:00:00,COMPLIED,,91.090,10076
V24-024995,CIT DD/PDD,P390144,2024/07/20 16:35:00+00,A24-130542-7,INVESTIGAT BITE,OFFICER RATLIFF,40206,08/05/24,,,,,,91.150,10077
V24-023541,VIOL CTER,04-3820,2024/01/21 20:30:00+00,,,,40218,,,2024/01/21 16:45:00,2024/01/21 00:00:00,COMPLIED,,91.071,10078
V24-025004,VIOL 71,04-3834,2024/07/21 15:54:00+00,,,,40217,,,2024/09/21 00:00:00,2024/08/30 00:00:00,COMPLIED,R24-311558,91.071,10079
V22-019007,V71/CP,04-3301,2023/01/31 13:53:00+00,A22-103951-2,STRAY INJURED,OFFICER CARPENTER,40215,02/10/23,V22-019007,2023/01/31 00:00:00,,HAND ADMIN,,91.020,10080
V22-018096,CIT DD/PDD,P193617,2022/03/07 18:40:00+00,A22-100189-2,INVESTIGAT BITE,OFFICER MCKECHNIE,40258,03/18/22,,,,,,91.072,10081
V23-021353,VIOL NOTIC,01-0182,2023/04/11 18:26:00+00,,,,40210,,,2023/04/25 00:00:00,2023/04/28 00:00:00,COMPLIED,,91.090,10082
V24-024995,CIT DD/PDD,P390144,2024/07/20 16:35:00+00,A24-130542-7,INVESTIGAT BITE,OFFICER RATLIFF,40206,08/05/24,,,,,,91.072,10083
V24-023542,VOTC/CITE,VR24-294887,2024/01/22 17:45:00+00,,,,40218,02/02/24,P405699,2024/01/22 12:45:00,,CONV CITA,,91.002,10084
V22-019007,V71/CP,04-3301,2023/01/31 13:53:00+00,A22-103951-2,STRAY INJURED,OFFICER CARPENTER,40215,02/10/23,V22-019007,2023/01/31 00:00:00,,HAND ADMIN,,91.071,10085
V24-025005,VET,01-1231,2024/07/21 21:14:00+00,A24-131636-1,INVESTIGAT ABUSE,OFFICER WILSON,40299,,,2024/07/23 00:00:00,,COMPLIED,,91.090,10086
V22-018096,CIT DD/PDD,P193617,2022/03/07 18:40:00+00,A22-100189-2,INVESTIGAT BITE,OFFICER MCKECHNIE,40258,03/18/22,,,,,,91.020,10087
V23-021353,VIOL NOTIC,01-0182,2023/04/11 18:26:00+00,,,,40210,,,2023/04/25 00:00:00,2023/04/28 00:00:00,COMPLIED,,91.002,10088
V24-024995,CIT DD/PDD,P390144,2024/07/20 16:35:00+00,A24-130542-7,INVESTIGAT BITE,OFFICER RATLIFF,40206,08/05/24,,,,,,91.020,10089
V24-023542,VOTC/CITE,VR24-294887,2024/01/22 17:45:00+00,,,,40218,02/02/24,P405699,2024/01/22 12:45:00,,CONV CITA,,91.020,10090
V22-019029,VIOL RED,VR22-252194,2022/06/19 17:37:00+00,,,,40218,,,2022/07/07 00:00:00,2022/07/08 00:00:00,DISMISSED,,91.020,10091
V22-019029,VIOL RED,VR22-252194,2022/06/19 17:37:00+00,,,,40218,,,2022/07/07 00:00:00,2022/07/08 00:00:00,DISMISSED,,91.002,10092
V22-019029,VIOL RED,VR22-252194,2022/06/19 17:37:00+00,,,,40218,,,2022/07/07 00:00:00,2022/07/08 00:00:00,DISMISSED,,91.020,10093
V22-019029,VIOL RED,VR22-252194,2022/06/19 17:37:00+00,,,,40218,,,2022/07/07 00:00:00,2022/07/08 00:00:00,DISMISSED,,91.071,10094
V22-019030,VOTC/CITE,VR22-252194,2022/06/19 17:32:00+00,,,,40218,07/12/22,P362569,2022/06/29 00:00:00,,CONV CITA,,91.002,10095
V22-019030,VOTC/CITE,VR22-252194,2022/06/19 17:32:00+00,,,,40218,07/12/22,P362569,2022/06/29 00:00:00,,CONV CITA,,91.020,10096
V22-019030,VOTC/CITE,VR22-252194,2022/06/19 17:32:00+00,,,,40218,07/12/22,P362569,2022/06/29 00:00:00,,CONV CITA,,91.071,10097
V22-019030,VOTC/CITE,VR22-252194,2022/06/19 17:32:00+00,,,,40218,07/12/22,P362569,2022/06/29 00:00:00,,CONV CITA,,91.020,10098
V22-019030,VOTC/CITE,VR22-252194,2022/06/19 17:32:00+00,,,,40218,07/12/22,P362569,2022/06/29 00:00:00,,CONV CITA,,91.071,10099
V22-019044,VIOL CTER,VR22-252658,2022/06/23 17:47:00+00,,,,40218,,,2022/06/23 13:56:00,2022/06/23 00:00:00,COMPLIED,R22-252658,91.002,10100
V22-019044,VIOL CTER,VR22-252658,2022/06/23 17:47:00+00,,,,40218,,,2022/06/23 13:56:00,2022/06/23 00:00:00,COMPLIED,R22-252658,91.020,10101
V22-019044,VIOL CTER,VR22-252658,2022/06/23 17:47:00+00,,,,40218,,,2022/06/23 13:56:00,2022/06/23 00:00:00,COMPLIED,R22-252658,91.071,10102
V22-019045,VIOL CTER,VR22-252661,2022/06/23 18:12:00+00,,,,40218,,,2022/06/23 14:23:00,2022/06/23 00:00:00,COMPLIED,R22-252661,91.002,10103
V22-019045,VIOL CTER,VR22-252661,2022/06/23 18:12:00+00,,,,40218,,,2022/06/23 14:23:00,2022/06/23 00:00:00,COMPLIED,R22-252661,91.020,10104
V22-019413,WARNING,01-50935,2022/08/04 22:31:00+00,A22-099351-6,INVESTIGAT NEGLI,OFFICER FORNER,40203,,,2022/11/04 00:00:00,2022/10/13 00:00:00,DISMISSED,,91.020,10105
V22-019414,CIT DD/PDD,P193667,2022/08/04 23:14:00+00,A22-105763-2,INVESTIGAT BITE,OFFICER BRICE,40210,08/31/22,,,,,,91.150,10106
V22-019414,CIT DD/PDD,P193667,2022/08/04 23:14:00+00,A22-105763-2,INVESTIGAT BITE,OFFICER BRICE,40210,08/31/22,,,,,,91.072,10107
V22-019416,VIOL CTER,VR22-255278,2022/08/05 19:49:00+00,,,,40218,,,2022/08/05 15:49:00,2022/08/05 00:00:00,COMPLIED,R22-255278,91.002,10108
V22-019417,CIVIL PEN,02-101628,2022/08/05 22:18:00+00,A22-102951-2,NUISANCE BARK,OFFICER MCKECHNIE,40213,,,2022/12/18 00:00:00,,HAND ADMIN,,91.004,10109
V22-019421,VIOL RED,VR22-255305,2022/08/06 21:05:00+00,A22-105827-1,XTRA SERVE VIOL OTC,OFFICER SABATINI,40218,,,2022/09/06 00:00:00,2022/09/02 00:00:00,COMPLIED,,91.002,10110
V22-019421,VIOL RED,VR22-255305,2022/08/06 21:05:00+00,A22-105827-1,XTRA SERVE VIOL OTC,OFFICER SABATINI,40218,,,2022/09/06 00:00:00,2022/09/02 00:00:00,COMPLIED,,91.020,10111
V22-019421,VIOL RED,VR22-255305,2022/08/06 21:05:00+00,A22-105827-1,XTRA SERVE VIOL OTC,OFFICER SABATINI,40218,,,2022/09/06 00:00:00,2022/09/02 00:00:00,COMPLIED,,91.071,10112
V22-019437,CIT DD/PDD,P193669,2022/08/09 23:00:00+00,A22-105915-2,INVESTIGAT BITE,OFFICER MCKECHNIE,40243,09/06/22,,,,,,91.150,10113
V22-019437,CIT DD/PDD,P193669,2022/08/09 23:00:00+00,A22-105915-2,INVESTIGAT BITE,OFFICER MCKECHNIE,40243,09/06/22,,,,,,91.072,10114
V22-019437,CIT DD/PDD,P193669,2022/08/09 23:00:00+00,A22-105915-2,INVESTIGAT BITE,OFFICER MCKECHNIE,40243,09/06/22,,,,,,91.020,10115
V22-019459,VIOL CTER,VR22-255673,2022/08/12 22:27:00+00,,,,40218,,,2022/08/12 18:27:00,2022/08/12 00:00:00,COMPLIED,R22-255673,91.002,10116
V22-019464,WARNING,01-50362,2022/08/14 19:32:00+00,A22-106106-2,ASSIST POLICE,OFFICER CLARK,40272,,,2022/09/14 00:00:00,2022/08/15 00:00:00,COMPLIED,R22-255924,91.020,10117
V22-019464,WARNING,01-50362,2022/08/14 19:32:00+00,A22-106106-2,ASSIST POLICE,OFFICER CLARK,40272,,,2022/09/14 00:00:00,2022/08/15 00:00:00,COMPLIED,R22-255924,91.020,10118
V22-019468,CITATION,P193913,2022/08/15 14:35:00+00,A22-106118-1,INVESTIGAT NEGLI,OFFICER THOMPSON,40219,11/30/22,,,,,,91.020,10119
V22-019468,CITATION,P193913,2022/08/15 14:35:00+00,A22-106118-1,INVESTIGAT NEGLI,OFFICER THOMPSON,40219,11/30/22,,,,,,91.020,10120
V22-019468,CITATION,P193913,2022/08/15 14:35:00+00,A22-106118-1,INVESTIGAT NEGLI,OFFICER THOMPSON,40219,11/30/22,,,,,,91.020,10121
V22-019468,CITATION,P193913,2022/08/15 14:35:00+00,A22-106118-1,INVESTIGAT NEGLI,OFFICER THOMPSON,40219,11/30/22,,,,,,91.020,10122
V22-019468,CITATION,P193913,2022/08/15 14:35:00+00,A22-106118-1,INVESTIGAT NEGLI,OFFICER THOMPSON,40219,11/30/22,,,,,,91.020,10123
V22-019468,CITATION,P193913,2022/08/15 14:35:00+00,A22-106118-1,INVESTIGAT NEGLI,OFFICER THOMPSON,40219,11/30/22,,,,,,91.020,10124
V22-019468,CITATION,P193913,2022/08/15 14:35:00+00,A22-106118-1,INVESTIGAT NEGLI,OFFICER THOMPSON,40219,11/30/22,,,,,,91.020,10125
V22-019468,CITATION,P193913,2022/08/15 14:35:00+00,A22-106118-1,INVESTIGAT NEGLI,OFFICER THOMPSON,40219,11/30/22,,,,,,91.020,10126
V24-025025,CIT DD/PDD,P405640,2024/07/23 20:22:00+00,A24-130231-3,INVESTIGAT ANI ATTACK,OFFICER EMBRY,40059,08/12/24,,,,,,91.150,10127
V24-025025,CIT DD/PDD,P405640,2024/07/23 20:22:00+00,A24-130231-3,INVESTIGAT ANI ATTACK,OFFICER EMBRY,40059,08/12/24,,,,,,91.020,10128
V24-025028,CIT DD/PDD,P362100,2024/07/23 22:39:00+00,A24-131660-2,INVESTIGAT ANI ATTACK,OFFICER EMBRY,40204,08/05/24,,,,,,91.150,10129
V24-025036,VIOL CTER,VR24-308636,2024/07/24 18:30:00+00,,,,40219,,,2024/07/24 14:38:00,2024/07/24 00:00:00,COMPLIED,R24-308636,91.002,10130
V24-025036,VIOL CTER,VR24-308636,2024/07/24 18:30:00+00,,,,40219,,,2024/07/24 14:38:00,2024/07/24 00:00:00,COMPLIED,R24-308636,91.020,10131
V24-025036,VIOL CTER,VR24-308636,2024/07/24 18:30:00+00,,,,40219,,,2024/07/24 14:38:00,2024/07/24 00:00:00,COMPLIED,R24-308636,91.071,10132
V24-025048,CIT DD/PDD,P492771,2024/07/25 21:21:00+00,A24-129848-6,INVESTIGAT ANI ATTACK,OFFICER STIVALA,40212,08/15/24,,,,,,91.150,10133
V24-025048,CIT DD/PDD,P492771,2024/07/25 21:21:00+00,A24-129848-6,INVESTIGAT ANI ATTACK,OFFICER STIVALA,40212,08/15/24,,,,,,91.020,10134
V24-024965,CITE71,P390218,2024/07/16 23:09:00+00,A24-131473-1,XTRA SERVE,OFFICER GORE,40223,07/31/24,,,,,,91.002,10135
V22-018861,CIT DD/PDD,P362566,2022/05/28 20:28:00+00,A22-103223-1,INVESTIGAT BITE,OFFICER BELCHER,40272,06/13/22,,,,,,91.020,10136
V23-021354,CITATION,P360386,2023/04/11 18:26:00+00,,,,40218,05/08/23,,,,,,91.090,10137
V24-025007,VIOL 71,04-3712,2024/07/22 16:06:00+00,A24-131625-3,TRANSPORT ANIMAL,OFFICER STIVALA,40214,,,2024/09/22 11:40:00,,,,91.002,10138
V24-023542,VOTC/CITE,VR24-294887,2024/01/22 17:45:00+00,,,,40218,02/02/24,P405699,2024/01/22 12:45:00,,CONV CITA,,91.071,10139
V22-018096,CIT DD/PDD,P193617,2022/03/07 18:40:00+00,A22-100189-2,INVESTIGAT BITE,OFFICER MCKECHNIE,40258,03/18/22,,,,,,91.020,10140
V24-023544,VIOL CTER,VR24-294894,2024/01/22 19:48:00+00,,,,40218,,,2024/01/22 14:48:00,2024/01/22 00:00:00,COMPLIED,R24-294894,91.002,10141
V24-025047,WARNING,01-1668,2024/07/25 20:34:00+00,A24-131777-1,INVESTIGAT PET IN CAR,OFFICER GORE,40222,,,2024/08/25 16:34:00,,RETURN ACO,,91.020,10142
V22-018097,VIOL CTER,VR22-244320,2022/03/07 18:53:00+00,,,,40218,,,2022/03/07 14:02:00,2022/03/07 00:00:00,COMPLIED,R22-244320,91.002,10143
V24-025007,VIOL 71,04-3712,2024/07/22 16:06:00+00,A24-131625-3,TRANSPORT ANIMAL,OFFICER STIVALA,40214,,,2024/09/22 11:40:00,,,,91.020,10144
V23-021354,CITATION,P360386,2023/04/11 18:26:00+00,,,,40218,05/08/23,,,,,,91.020,10145
V24-023544,VIOL CTER,VR24-294894,2024/01/22 19:48:00+00,,,,40218,,,2024/01/22 14:48:00,2024/01/22 00:00:00,COMPLIED,R24-294894,91.020,10146
V24-025049,WARNING,01-1741,2024/07/25 21:21:00+00,A24-129848-6,INVESTIGAT ANI ATTACK,OFFICER STIVALA,40212,,,2024/09/30 16:41:00,,,,91.020,10147
V22-018097,VIOL CTER,VR22-244320,2022/03/07 18:53:00+00,,,,40218,,,2022/03/07 14:02:00,2022/03/07 00:00:00,COMPLIED,R22-244320,91.071,10148
V24-025007,VIOL 71,04-3712,2024/07/22 16:06:00+00,A24-131625-3,TRANSPORT ANIMAL,OFFICER STIVALA,40214,,,2024/09/22 11:40:00,,,,91.071,10149
V23-021354,CITATION,P360386,2023/04/11 18:26:00+00,,,,40218,05/08/23,,,,,,91.090,10150
V24-023544,VIOL CTER,VR24-294894,2024/01/22 19:48:00+00,,,,40218,,,2024/01/22 14:48:00,2024/01/22 00:00:00,COMPLIED,R24-294894,91.071,10151
V24-025067,VET,01-52499,2024/07/29 19:15:00+00,,,,40218,,,2024/08/05 15:15:00,2024/08/19 00:00:00,COMPLIED,,91.090,10152
V22-018101,VIOL CTER,VR22-244324,2022/03/07 20:57:00+00,A22-100272-1,XTRA SERVE VIOL OTC,OFFICER GOODMAN,40218,,,2022/03/07 15:57:00,2022/03/07 00:00:00,COMPLIED,R22-244324,91.002,10153
V24-025008,VIOL 71,04-3712,2024/07/22 15:40:00+00,A24-131625-3,TRANSPORT ANIMAL,OFFICER STIVALA,40214,,,2024/09/22 11:40:00,,,,91.071,10154
V23-021354,CITATION,P360386,2023/04/11 18:26:00+00,,,,40218,05/08/23,,,,,,91.020,10155
V24-025068,VIOL CTER,VR24-309257,2024/07/29 20:37:00+00,,,,40218,,,2024/07/29 16:37:00,2024/07/29 00:00:00,COMPLIED,R24-309257,91.002,10156
V24-023545,VET,01-1397,2024/01/22 20:48:00+00,,,,40218,,,2024/02/05 15:48:00,2024/02/14 00:00:00,COMPLIED,,91.090,10157
V24-025009,CIT DD/PDD,P492770,2024/07/22 16:32:00+00,A24-130676-5,INVESTIGAT BITE,OFFICER STIVALA,40210,08/08/24,,,,,,91.150,10158
V22-017903,CIT DD/PDD,N918823,2022/02/01 13:10:00+00,A22-099039-3,INVESTIGAT ANI ATTACK,OFFICER RATLIFF,40204,04/19/22,,,,,,91.150,10159
V24-025009,CIT DD/PDD,P492770,2024/07/22 16:32:00+00,A24-130676-5,INVESTIGAT BITE,OFFICER STIVALA,40210,08/08/24,,,,,,91.020,10160
V24-025068,VIOL CTER,VR24-309257,2024/07/29 20:37:00+00,,,,40218,,,2024/07/29 16:37:00,2024/07/29 00:00:00,COMPLIED,R24-309257,91.020,10161
V24-023546,VET,01-1398,2024/01/22 21:00:00+00,,,,40218,,,2024/04/30 00:00:00,2024/04/01 00:00:00,DISMISSED,,91.090,10162
V23-021352,VET/CITE,01-0182,2023/06/01 19:19:00+00,,,,40210,06/26/23,P360397,2023/05/27 00:00:00,,CONV CITA,,91.090,10163
V24-025068,VIOL CTER,VR24-309257,2024/07/29 20:37:00+00,,,,40218,,,2024/07/29 16:37:00,2024/07/29 00:00:00,COMPLIED,R24-309257,91.071,10164
V24-023543,VIOL CTER,VR24-294891,2024/01/22 19:15:00+00,,,,40218,,,2024/01/22 14:15:00,2024/01/22 00:00:00,COMPLIED,R24-294891,91.071,10165
V22-017903,CIT DD/PDD,N918823,2022/02/01 13:10:00+00,A22-099039-3,INVESTIGAT ANI ATTACK,OFFICER RATLIFF,40204,04/19/22,,,,,,91.150,10166
V24-025009,CIT DD/PDD,P492770,2024/07/22 16:32:00+00,A24-130676-5,INVESTIGAT BITE,OFFICER STIVALA,40210,08/08/24,,,,,,91.072,10167
V23-021352,VET/CITE,01-0182,2023/06/01 19:19:00+00,,,,40210,06/26/23,P360397,2023/05/27 00:00:00,,CONV CITA,,91.090,10168
V24-025069,VIOL CTER,VR24-309258,2024/07/29 21:11:00+00,,,,40218,,,2024/07/29 17:17:00,2024/07/29 00:00:00,COMPLIED,R24-309258,91.002,10169
V24-023543,VIOL CTER,VR24-294891,2024/01/22 19:15:00+00,,,,40218,,,2024/01/22 14:15:00,2024/01/22 00:00:00,COMPLIED,R24-294891,91.071,10170
V22-017918,VIOL CTER,VR22-238056,2022/02/02 22:39:00+00,,,,40218,,,2022/02/02 17:39:00,2022/02/03 00:00:00,COMPLIED,,91.002,10171
V24-025017,VIOL CTER,VR24-308520,2024/07/22 20:29:00+00,,,,40218,,,2024/07/22 16:35:00,2024/07/22 00:00:00,COMPLIED,R24-308520,91.002,10172
V23-021356,CIVIL PEN,02-101490,2023/04/11 20:05:00+00,A23-114601-1,OWNED AGGRESSIVE,OFFICER GOODMAN,40211,,,2023/04/21 00:00:00,,HAND ADMIN,,91.004,10173
V24-025069,VIOL CTER,VR24-309258,2024/07/29 21:11:00+00,,,,40218,,,2024/07/29 17:17:00,2024/07/29 00:00:00,COMPLIED,R24-309258,91.020,10174
V24-023547,CITATION,P405615,2024/01/22 22:37:00+00,A24-125248-1,INVESTIGAT NEGLI,OFFICER ASHLEY,40211,02/12/24,,,,,,91.020,10175
V22-017918,VIOL CTER,VR22-238056,2022/02/02 22:39:00+00,,,,40218,,,2022/02/02 17:39:00,2022/02/03 00:00:00,COMPLIED,,91.020,10176
V24-025017,VIOL CTER,VR24-308520,2024/07/22 20:29:00+00,,,,40218,,,2024/07/22 16:35:00,2024/07/22 00:00:00,COMPLIED,R24-308520,91.020,10177
